"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE950949954820";"823736";"In Betrieb";"Wind";"2300";"2300";"6.7.2012";"6.8.2019";"Sachsen-Anhalt";"06369";"Trebbichau";"";"";"Trebbichau";"Flur3: 1030";"15082377";"51,656809";"11,951035";"";"";"Trebbichau";"108";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"27.1.2021";"";"";"Windpark GmbH & Co. Trebbichau KG";"ABR941567438915";"Volleinspeisung";"SGE938369341529";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL903955855490";"EEG995011077144";"E41081010000000000000000000152885";"6.7.2012";"";"";"";"";"";""
"SEE998893674944";"E 78307-11";"In Betrieb";"Wind";"2300";"2300";"9.12.2005";"3.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Quellendorf";"Flur 1 Flurstück 34";"15082377";"51,767329";"12,132794";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL908193654058";"EEG942940663610";"E41081010000000000000000000013903";"9.12.2005";"";"";"";"";"";""
"SEE922344404354";"R-80734";"In Betrieb";"Wind";"2000";"2000";"2.4.2008";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"911";"";"";"15082377";"51,694167";"11,802778";"";"";"Könnern III";"100";"82";"REpower Systems SE";"MM82";"";"";"Horizontalläufer";"Windkraft an Land";"17.1.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL952375265822";"EEG900050807126";"E41081010000000000000000000005404";"2.4.2008";"";"";"";"";"";""
"SEE918272767524";"E66-E70792";"In Betrieb";"Wind";"1800";"1800";"23.12.2002";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Großzöbertitz";"Flur 4, Flurstück 299";"15082340";"51,62905";"12,17791";"";"";"Windpark Zörbig";"98";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE970999136922";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL961358775739";"EEG938773017836";"E41081010000000000000000000004548";"23.12.2002";"";"";"";"";"";""
"SEE943885645228";"223758 - WEA 20";"In Betrieb";"Wind";"3600";"3600";"5.7.2019";"12.7.2019";"Sachsen-Anhalt";"06388";"Gröbzig";"";"";"Wörbzig";"3 und 1019";"15082377";"51,714626";"11,912767";"";"";"WP Wörbzig Repowering I";"149";"136";"Vestas Deutschland GmbH";"V136-3,6MW NH149m";"";"";"Horizontalläufer";"Windkraft an Land";"10.6.2021";"";"";"WEB Windpark Wörbzig GmbH & Co. KG";"ABR949205937202";"Volleinspeisung";"SGE974005662382";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung; Hochspannung";"SEL979164048251";"EEG905985742061";"E41081010000000000000000000268027";"5.7.2019";"WIN17-2/065";"";"";"";"";""
"SEE961873839381";"E 78309-13";"In Betrieb";"Wind";"2300";"2300";"9.12.2005";"3.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Quellendorf";"Flur 1 Flurstück 34";"15082377";"51,762108";"12,135558";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"4.6.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL977297333312";"EEG924357405700";"E41081010000000000000000000013905";"9.12.2005";"";"";"";"";"";""
"SEE996029469846";"AN-1300-914-05";"In Betrieb";"Wind";"1300";"1300";"26.2.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"914";"";"";"15082377";"51,686944";"11,793333";"";"";"Könnern I";"80";"62";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 62";"";"";"Horizontalläufer";"Windkraft an Land";"23.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL902436776224";"EEG908151848802";"E41081010000000000000000000005403";"26.2.2003";"";"";"";"";"";""
"SEE910727997173";"B2 Brehna 2";"In Betrieb";"Wind";"1500";"1500";"23.4.2003";"14.4.2020";"Sachsen-Anhalt";"06796";"Brehna";"";"";"Brehna";"Flur 6 Flurstück 16/3";"15082340";"51,573669";"12,223472";"";"";"F3 Freiheit III";"90";"77";"Nordex Energy GmbH";"Südwind S77/77/1500";"";"";"Horizontalläufer";"Windkraft an Land";"10.6.2021";"";"";"ENERTRAG Windfeld Freiheit III Brehna GmbH & Co. KG";"ABR964313851271";"Volleinspeisung";"SGE966906445287";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL993534957783";"EEG944967226830";"E41081010000000000000000000005096";"23.4.2003";"";"";"";"";"";""
"SEE963603506488";"823742";"In Betrieb";"Wind";"2300";"2300";"12.7.2012";"6.8.2019";"Sachsen-Anhalt";"06369";"Trebbichau";"";"";"Trebbichau";"Flur1: 109";"15082377";"51,659953";"11,944761";"";"";"Trebbichau";"108";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"27.1.2021";"";"";"Windpark GmbH & Co. Trebbichau KG";"ABR941567438915";"Volleinspeisung";"SGE938369341529";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL935685390378";"EEG955762900467";"E41081010000000000000000000152887";"12.7.2012";"";"";"";"";"";""
"SEE903063875298";"B3 Brehna 3";"In Betrieb";"Wind";"1500";"1500";"15.4.2003";"14.4.2020";"Sachsen-Anhalt";"06796";"Brehna";"";"";"Brehna";"Flur 6 Flurstück 98";"15082340";"51,570842";"12,223889";"";"";"F3 Freiheit III";"90";"77";"Nordex Energy GmbH";"Südwind S77/77/1500";"";"";"Horizontalläufer";"Windkraft an Land";"25.5.2021";"";"";"ENERTRAG Windfeld Freiheit III Brehna GmbH & Co. KG";"ABR964313851271";"Volleinspeisung";"SGE966906445287";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL971419599310";"EEG902140656171";"E41081010000000000000000000005097";"15.4.2003";"";"";"";"";"";""
"SEE978718244835";"WEA Weißandt Gölzau 781878";"In Betrieb";"Wind";"2000";"2000";"10.4.2008";"16.12.2019";"Sachsen-Anhalt";"06369";"Weißandt-Gölzau";"";"";"Weißandt-Gölzau";"2, Flurstück 45";"15082377";"51,677197";"12,042966";"";"";"WEA Weißandt Gölzau";"98";"71";"ENERCON GmbH";"E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"14.4.2021";"";"";"Energiequelle GmbH & Co. Windpark Weissandt- Gölzau KG";"ABR917127342138";"";"SGE920780769877";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL950814723421";"EEG950586569609";"E41081010000000000000000000033270";"10.4.2008";"";"";"";"";"";""
"SEE955230746221";"Raguhn E78113 WEA02";"In Betrieb";"Wind";"2000";"2000";"24.11.2005";"21.4.2020";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 3; Flurstück 192";"15082015";"51,718224";"12,239706";"";"";"Windpark Raguhn";"98";"70";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"11.6.2021";"";"";"Windpark Raguhn Zwei UG (haftungsbeschränkt) & Co. KG";"ABR966314041392";"Volleinspeisung";"SGE928503237382";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL942411784134";"EEG935433097818";"E41081010000000000000000000004444";"24.11.2005";"";"";"";"";"";""
"SEE990200801173";"AN-2300-123-08";"In Betrieb";"Wind";"2300";"2300";"29.10.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"909";"";"";"15082377";"51,682222";"11,792778";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL999641931425";"EEG948706280138";"E41081010000000000000000000005300";"29.10.2003";"";"";"";"";"";""
"SEE919880726682";"E 78310-14";"In Betrieb";"Wind";"2300";"2300";"29.12.2005";"3.4.2020";"Sachsen-Anhalt";"06386";"Quellendorf";"";"";"Quellendorf";"Flur 1 Flurstück 1006";"15082377";"51,774477";"12,134251";"";"";"WP Köthen";"113";"71";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"12.4.2021";"";"";"Windpark Köthen GmbH & Co. KG Renditefonds";"ABR904572386534";"Volleinspeisung";"SGE913974162264";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL973326789655";"EEG999027662509";"E41081010000000000000000000013906";"29.12.2005";"";"";"";"";"";""
"SEE974602325277";"AN-2300-121-07";"In Betrieb";"Wind";"2300";"2300";"22.10.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"901";"";"";"15082377";"51,684167";"11,796111";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL910347022682";"EEG986005233707";"E41081010000000000000000000005302";"22.10.2003";"";"";"";"";"";""
"SEE961671372264";"T1 Thurland 1";"In Betrieb";"Wind";"2300";"2300";"18.6.2007";"23.4.2020";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 3 Flurstück 155";"15082015";"51,704387";"12,238229";"";"";"WO Wolfen";"98";"71";"ENERCON GmbH";"Enercon E70/71/2300";"";"";"Horizontalläufer";"Windkraft an Land";"7.6.2021";"";"";"ENERTRAG Windfeld Wolfsmoor GmbH & Co. KG";"ABR963392833123";"Volleinspeisung";"SGE968107136797";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL906756316375";"EEG905733338300";"E41081010000000000000000000004759";"18.6.2007";"";"";"";"";"";""
"SEE915656536172";"AN-1300-899-03";"In Betrieb";"Wind";"1300";"1300";"12.2.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"907";"";"";"15082377";"51,691944";"11,798889";"";"";"Könnern I";"80";"62";"Bonus Energy A/S";"AN Bonus 62";"";"";"Horizontalläufer";"Windkraft an Land";"12.5.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL937445276731";"EEG920649154028";"E41081010000000000000000000005401";"16.6.2003";"";"";"";"";"";""
"SEE945429294671";"WEA13";"In Betrieb";"Wind";"3600";"3600";"28.6.2017";"27.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Straguth";"Flur 3 und Flurstück 1/8";"15082430";"52,009843";"12,141788";"";"";"Windpark Zerbst II";"135";"130";"Siemens Wind Power GmbH & Co. KG";"SWT-3.6-130";"";"";"Horizontalläufer";"Windkraft an Land";"11.1.2021";"";"";"Windpark Zerbst GmbH II";"ABR999527521047";"Volleinspeisung";"SGE918191051322";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG938660466303";"E4122001EA01000000000076887300015";"28.6.2017";"";"";"";"";"";""
"SEE908997292548";"E66-E70793";"In Betrieb";"Wind";"1800";"1800";"1.11.2003";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 8, Flurstück 245";"15082340";"51,633738";"12,177388";"";"";"Windpark Zörbig";"98";"66";"ENERCON GmbH";"E66/18.66";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE970999136922";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL909208134282";"EEG904116553965";"E41081010000000000000000000004547";"1.11.2003";"";"";"";"";"";""
"SEE992940988589";"WEA01";"In Betrieb";"Wind";"3000";"3000";"15.11.2015";"23.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Zerbst";"Flur 18 und Flurstück 32";"15082430";"51,999081";"12,127628";"";"";"Windpark Zerbst";"1425";"113";"Siemens Wind Power GmbH & Co. KG";"SWT-3.0-113";"";"";"Horizontalläufer";"Windkraft an Land";"28.1.2021";"";"";"Windpark Zerbst GmbH";"ABR986720739362";"Volleinspeisung";"SGE989231981138";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG952973234800";"E4122001EA01000000000076887300001";"15.11.2015";"";"";"";"";"";""
"SEE997016162405";"70791";"In Betrieb";"Wind";"1800";"1800";"5.8.2002";"11.9.2019";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur3:249";"15082340";"51,641983";"12,164969";"";"";"Windpark Zörbig";"100";"70";"ENERCON GmbH";"E-66";"";"";"Horizontalläufer";"Windkraft an Land";"11.9.2019";"";"";"K/S Zörbig 2";"ABR993635024827";"Volleinspeisung";"SGE938751199240";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL969531257386";"EEG959092332363";"E41081010000000000000000000004550";"5.8.2002";"";"";"";"";"";""
"SEE922305446034";"Raguhn E78112 WEA01";"In Betrieb";"Wind";"2000";"2000";"20.7.2006";"21.4.2020";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 3: Flurstück 186";"15082015";"51,720338";"12,239081";"";"";"Windpark Raguhn";"98";"70";"ENERCON GmbH";"Enercon E-70 E4";"";"";"Horizontalläufer";"Windkraft an Land";"10.6.2021";"";"";"Windpark Raguhn Zwei UG (haftungsbeschränkt) & Co. KG";"ABR966314041392";"Volleinspeisung";"SGE905777979248";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL942411784134";"EEG975270458144";"E41081010000000000000000000004422";"20.7.2006";"";"";"";"";"";""
"SEE941558853017";"AN-2300-124-10";"In Betrieb";"Wind";"2300";"2300";"31.10.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"905";"";"";"15082377";"51,696944";"11,799722";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL990423838086";"EEG992700783232";"E41081010000000000000000000005299";"31.10.2003";"";"";"";"";"";""
"SEE953886816329";"S3 Siebenhausen 3";"In Betrieb";"Wind";"2000";"2000";"3.6.2005";"27.4.2020";"Sachsen-Anhalt";"06766";"Bitterfeld-Wolfen";"";"";"Bobbau";"Flur 1 Flurstück 77";"15082015";"51,700641";"12,243646";"";"";"WO Wolfen";"100";"80";"DeWind GmbH";"DeWind D8/80/2000";"";"";"Horizontalläufer";"Windkraft an Land";"4.6.2020";"";"";"ENERTRAG Windfeld Bobbau II GmbH & Co. KG";"ABR908137139313";"Volleinspeisung";"SGE967899417633";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL938356673565";"EEG967817648408";"E41081010000000000000000000004409";"3.6.2005";"";"";"";"";"";""
"SEE979539567813";"AN-2300-199-14";"In Betrieb";"Wind";"2300";"2300";"14.11.2003";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"904";"";"";"15082377";"51,678056";"11,798333";"";"";"Könnern II";"90";"82";"Siemens Wind Power GmbH & Co. KG";"AN Bonus 82";"";"";"Horizontalläufer";"Windkraft an Land";"8.4.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL908366838681";"EEG928928362515";"E41081010000000000000000000005298";"14.11.2003";"";"";"";"";"";""
"SEE902996953295";"B1 Bobbau 1";"In Betrieb";"Wind";"1500";"1500";"7.3.2002";"27.4.2020";"Sachsen-Anhalt";"06766";"Bitterfeld-Wolfen";"";"";"Bobbau";"Flur 6 Flurstück 764";"15082015";"51,700303";"12,231184";"";"";"WO Wolfen";"96";"77";"General Electric Deutschland Holding GmbH";"GE 1.5sl/77/1500";"";"";"Horizontalläufer";"Windkraft an Land";"3.6.2021";"";"";"ENERTRAG Windfeld Bobbau GmbH & Co. KG";"ABR916526146781";"Volleinspeisung";"SGE947736845690";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL922712770296";"EEG965792370536";"E41081010000000000000000000004755";"7.3.2002";"";"";"";"";"";""
"SEE999018225478";"E66-E701249";"In Betrieb";"Wind";"1800";"1800";"28.7.2003";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur 3, Flurstück 254";"15082340";"51,646721";"12,162661";"";"";"Windpark Zörbig";"97";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"";"SGE967347772505";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL951933346928";"EEG942084625284";"E41081010000000000000000000004554";"28.7.2003";"";"";"";"";"";""
"SEE928828954346";"WEA09";"In Betrieb";"Wind";"3000";"3000";"15.12.2015";"23.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Straguth";"Flur 3 und Flurstück 64";"15082430";"52,005083";"12,139616";"";"";"Windpark Zerbst";"1425";"113";"Siemens Wind Power GmbH & Co. KG";"SWT-3.0-113";"";"";"Horizontalläufer";"Windkraft an Land";"28.4.2020";"";"";"Windpark Zerbst GmbH";"ABR986720739362";"Volleinspeisung";"SGE989231981138";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG940726810616";"E4122001EA01000000000076887300009";"15.12.2015";"";"";"";"";"";""
"SEE974553651043";"V52 - V11842";"In Betrieb";"Wind";"850";"850";"10.7.2001";"20.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 7, Flurstück 264";"15082340";"51,631356";"12,147272";"";"";"Windpark Zörbig";"74";"52";"Vestas Deutschland GmbH";"V52";"";"";"Horizontalläufer";"Windkraft an Land";"25.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE964980243676";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL925997197147";"EEG977822903331";"E41081010000000000000000000005033";"10.7.2001";"";"";"";"";"";""
"SEE957061163420";"WEA02";"In Betrieb";"Wind";"3000";"3000";"10.11.2015";"23.4.2020";"Sachsen-Anhalt";"39261";"Zerbst";"";"";"Zerbst";"Flur 18 und Flurstück 40";"15082430";"51,999862";"12,122056";"";"";"Windpark Zerbst";"1425";"113";"Siemens Wind Power GmbH & Co. KG";"SWT-3.0-113";"";"";"Horizontalläufer";"Windkraft an Land";"21.12.2020";"";"";"Windpark Zerbst GmbH";"ABR986720739362";"Volleinspeisung";"SGE989231981138";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Hochspannung";"SEL953337761765";"EEG964529356478";"E4122001EA01000000000076887300002";"10.11.2015";"";"";"";"";"";""
"SEE941934642402";"70789";"In Betrieb";"Wind";"1800";"1800";"30.7.2002";"11.9.2019";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Löberitz";"Flur3:248";"15082340";"51,644119";"12,1639";"";"";"Windpark Zörbig";"100";"70";"ENERCON GmbH";"E-66";"";"";"Horizontalläufer";"Windkraft an Land";"11.9.2019";"";"";"K/S Zörbig 1";"ABR919145698105";"Volleinspeisung";"SGE932922066867";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL929956348847";"EEG995074681388";"E41081010000000000000000000004552";"30.7.2002";"";"";"";"";"";""
"SEE931515964290";"G 8369-05";"In Betrieb";"Wind";"850";"850";"26.1.2006";"28.4.2020";"Sachsen-Anhalt";"39264";"Straguth";"";"";"Straguth";"Flur 10, Flurstück 58";"15082430";"52,026441";"12,18944";"";"";"WP Straguth";"71";"58";"Gamesa Corporación Tecnológica S.A.";"G58";"";"";"Horizontalläufer";"Windkraft an Land";"5.5.2020";"";"";"Windpark Straguth GmbH & Co. KG";"ABR901211470913";"Volleinspeisung";"SGE950524304095";"Avacon Netz GmbH (SNB990362338043)";"SNB990362338043";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL964709222005";"EEG939619319244";"E418780200000E0000000004877300050";"26.1.2006";"";"";"";"";"";""
"SEE933810671859";"R-80735";"In Betrieb";"Wind";"2000";"2000";"11.4.2008";"9.8.2019";"Sachsen-Anhalt";"06420";"Könnern";"Windpark";"915";"";"";"15082377";"51,681944";"11,806667";"";"";"Könnern III";"100";"82";"REpower Systems SE";"MM82";"";"";"Horizontalläufer";"Windkraft an Land";"18.1.2021";"";"";"PROKON Regenerative Energien eG";"ABR989393706204";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Hochspannung";"SEL952375265822";"EEG907491710053";"E41081010000000000000000000005305";"11.4.2008";"";"";"";"";"";""
"SEE983166510081";"WEA Schortewitz 15532366";"In Betrieb";"Wind";"1500";"1500";"28.12.2006";"20.7.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"3, FST 103";"15082340";"51,662132";"12,056792";"";"";"WP Schortewitz";"80";"77";"GE Wind Energy GmbH";"GE 1.5sl";"";"";"Horizontalläufer";"Windkraft an Land";"5.5.2021";"";"";"Breeze Three Energy GmbH & Co. KG";"ABR976392029328";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"Geprüft";"Mittelspannung";"SEL958377132995";"EEG920493561966";"E41081010000000000000000000015921";"28.12.2006";"";"";"";"";"";""
"SEE974761073422";"E66-E701251";"In Betrieb";"Wind";"1800";"1800";"1.11.2003";"21.2.2020";"Sachsen-Anhalt";"06780";"Zörbig";"";"";"Zörbig";"Flur 8, Flurstück 245";"15082340";"51,636365";"12,17556";"";"";"Windpark Zörbig";"97";"70";"ENERCON GmbH";"E66/18.70";"";"";"Horizontalläufer";"Windkraft an Land";"21.2.2020";"";"";"Re-Wind Zörbig GmbH";"ABR998057733067";"Volleinspeisung";"SGE970999136922";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL913932677601";"EEG911452653259";"E41081010000000000000000000004549";"1.11.2003";"";"";"";"";"";""
"SEE939508858281";"T2 Thurland 2";"In Betrieb";"Wind";"2300";"2300";"18.6.2007";"23.4.2020";"Sachsen-Anhalt";"06779";"Raguhn-Jeßnitz";"";"";"Thurland";"Flur 3 Flurstück 187";"15082015";"51,701506";"12,237981";"";"";"WO Wolfen";"98";"71";"ENERCON GmbH";"Enercon E70/71/2300";"";"";"Horizontalläufer";"Windkraft an Land";"7.6.2021";"";"";"ENERTRAG Windfeld Wolfsmoor GmbH & Co. KG";"ABR963392833123";"Volleinspeisung";"SGE968107136797";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Hochspannung";"SEL967001911608";"EEG923672798528";"E41081010000000000000000000004401";"18.6.2007";"";"";"";"";"";""
